Date,Day,Month,Year,Species,Trap,Latitude,Longitude,Station,NumMosquitos,WnvPresent
2007-07-02,2,7,2007,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,2,2,0
2007-07-02,2,7,2007,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,2,1,0
2007-07-02,2,7,2007,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,2,3,0
2007-07-02,2,7,2007,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,2,2,0
2007-07-02,2,7,2007,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,2,16,0
2007-07-02,2,7,2007,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,1,1,0
2007-07-02,2,7,2007,CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,1,1,0
2007-07-02,2,7,2007,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,1,5,0
2007-07-02,2,7,2007,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,2,1,0
2007-07-02,2,7,2007,CULEX PIPIENS/RESTUANS,T154,41.918705,-87.752329,1,1,0
2007-07-02,2,7,2007,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,2,28,0
2007-07-02,2,7,2007,CULEX PIPIENS/RESTUANS,T161,41.719059,-87.675088,2,3,0
2007-07-02,2,7,2007,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,1,2,0
2007-07-02,2,7,2007,CULEX RESTUANS,T002,41.95469,-87.800991,1,2,0
2007-07-02,2,7,2007,CULEX RESTUANS,T003,41.964242,-87.757639,1,1,0
2007-07-02,2,7,2007,CULEX RESTUANS,T006,41.990284,-87.797127,1,1,0
2007-07-02,2,7,2007,CULEX RESTUANS,T007,41.994991,-87.769279,1,4,0
2007-07-02,2,7,2007,CULEX RESTUANS,T008,42.008314,-87.777921,1,3,0
2007-07-02,2,7,2007,CULEX RESTUANS,T009,41.981964,-87.812827,1,2,0
2007-07-02,2,7,2007,CULEX RESTUANS,T013,41.923738,-87.785288,1,1,0
2007-07-02,2,7,2007,CULEX RESTUANS,T014,41.970248,-87.787992,1,1,0
2007-07-02,2,7,2007,CULEX RESTUANS,T016,42.011601,-87.811506,1,1,0
2007-07-02,2,7,2007,CULEX RESTUANS,T019,41.94983,-87.698457,1,1,0
2007-07-02,2,7,2007,CULEX RESTUANS,T028,41.986921,-87.689778,1,5,0
2007-07-02,2,7,2007,CULEX RESTUANS,T030,41.89923,-87.716788,2,2,0
2007-07-02,2,7,2007,CULEX RESTUANS,T037,41.921177,-87.79518,1,2,0
2007-07-02,2,7,2007,CULEX RESTUANS,T044,41.883284,-87.705085,2,1,0
2007-07-02,2,7,2007,CULEX RESTUANS,T045,41.9216,-87.666455,1,2,0
2007-07-02,2,7,2007,CULEX RESTUANS,T046,41.891118,-87.654491,2,16,0
2007-07-02,2,7,2007,CULEX RESTUANS,T047,41.868142,-87.696269,2,8,0
2007-07-02,2,7,2007,CULEX RESTUANS,T048,41.867108,-87.654224,2,1,0
2007-07-02,2,7,2007,CULEX RESTUANS,T054,41.921965,-87.632085,1,1,0
2007-07-02,2,7,2007,CULEX RESTUANS,T086,41.688324,-87.676709,2,3,0
2007-07-02,2,7,2007,CULEX RESTUANS,T090,41.868077,-87.666901,2,11,0
2007-07-02,2,7,2007,CULEX RESTUANS,T092,41.869216,-87.627561,2,2,0
2007-07-02,2,7,2007,CULEX RESTUANS,T096,41.731922,-87.677512,2,4,0
2007-07-02,2,7,2007,CULEX RESTUANS,T129,41.891126,-87.61156,2,1,0
2007-07-02,2,7,2007,CULEX RESTUANS,T135,41.662014,-87.724608,2,12,0
2007-07-02,2,7,2007,CULEX RESTUANS,T142,41.953067,-87.776792,1,1,0
2007-07-02,2,7,2007,CULEX RESTUANS,T146,41.958271,-87.702575,1,1,0
2007-07-02,2,7,2007,CULEX RESTUANS,T148,42.01743,-87.687769,1,1,0
2007-07-02,2,7,2007,CULEX RESTUANS,T149,41.994469,-87.667736,1,1,0
2007-07-02,2,7,2007,CULEX RESTUANS,T151,41.916265,-87.800515,1,2,0
2007-07-02,2,7,2007,CULEX RESTUANS,T158,41.682587,-87.707973,2,4,0
2007-07-02,2,7,2007,CULEX RESTUANS,T161,41.719059,-87.675088,2,2,0
2007-07-02,2,7,2007,CULEX SALINARIUS,T012,41.991429,-87.747113,1,1,0
2007-07-02,2,7,2007,CULEX SALINARIUS,T135,41.662014,-87.724608,2,2,0
2007-07-02,2,7,2007,CULEX SALINARIUS,T145,41.878114,-87.629798,2,1,0
2007-07-11,11,7,2007,CULEX PIPIENS,T002,41.95469,-87.800991,1,2,0
2007-07-11,11,7,2007,CULEX PIPIENS,T008,42.008314,-87.777921,1,5,0
2007-07-11,11,7,2007,CULEX PIPIENS,T011,41.944869,-87.832763,1,1,0
2007-07-11,11,7,2007,CULEX PIPIENS,T016,42.011601,-87.811506,1,3,0
2007-07-11,11,7,2007,CULEX PIPIENS,T030,41.89923,-87.716788,2,5,0
2007-07-11,11,7,2007,CULEX PIPIENS,T046,41.891118,-87.654491,2,3,0
2007-07-11,11,7,2007,CULEX PIPIENS,T047,41.868142,-87.696269,2,1,0
2007-07-11,11,7,2007,CULEX PIPIENS,T060,41.823065,-87.678378,2,1,0
2007-07-11,11,7,2007,CULEX PIPIENS,T061,41.801179,-87.679447,2,1,0
2007-07-11,11,7,2007,CULEX PIPIENS,T062,41.800737,-87.71188,2,2,0
2007-07-11,11,7,2007,CULEX PIPIENS,T065,41.778297,-87.752411,2,2,0
2007-07-11,11,7,2007,CULEX PIPIENS,T082,41.803423,-87.642984,2,1,0
2007-07-11,11,7,2007,CULEX PIPIENS,T084,41.692555,-87.598865,2,1,0
2007-07-11,11,7,2007,CULEX PIPIENS,T086,41.688324,-87.676709,2,19,0
2007-07-11,11,7,2007,CULEX PIPIENS,T091,41.862292,-87.64886,2,1,0
2007-07-11,11,7,2007,CULEX PIPIENS,T092,41.869216,-87.627561,2,1,0
2007-07-11,11,7,2007,CULEX PIPIENS,T096,41.731922,-87.677512,2,2,0
