Date,Station,Latitude,Longitude,Tmax,Tmin,Tavg,RH,DewPoint,WetBulb,Heat,Cool,PrecipTotal,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2007-05-10,1,41.995,-87.933,84.0,56.0,70.0,50.0,52.0,60.0,0.0,5.0,0.0,29.92,0.7,17.0,4.1
2007-05-10,2,41.786,-87.752,83.0,59.0,71.0,47.222222222222214,52.0,61.0,0.0,6.0,0.0,29.91,2.0,9.0,3.9
2007-05-11,1,41.995,-87.933,70.0,51.0,61.0,47.22222222222222,42.0,51.0,4.0,0.0,0.0,30.04,11.3,3.0,12.9
2007-05-11,2,41.786,-87.752,73.0,49.0,61.0,52.777777777777786,44.0,51.0,4.0,0.0,0.0,30.03,11.7,36.0,12.8
2007-05-12,1,41.995,-87.933,64.0,46.0,55.0,47.222222222222214,36.0,46.0,10.0,0.0,0.0,30.2,12.4,3.0,12.9
2007-05-12,2,41.786,-87.752,65.0,47.0,56.0,47.222222222222214,37.0,46.0,9.0,0.0,0.0,30.19,12.7,1.0,13.0
2007-05-13,1,41.995,-87.933,69.0,43.0,56.0,36.11111111111111,33.0,46.0,9.0,0.0,0.0,30.24,6.6,14.0,8.1
2007-05-13,2,41.786,-87.752,69.0,44.0,57.0,30.555555555555557,32.0,46.0,8.0,0.0,0.0,30.24,6.4,11.0,7.6
2007-05-14,1,41.995,-87.933,90.0,56.0,73.0,27.77777777777777,47.0,59.0,0.0,8.0,0.0,29.97,16.9,21.0,17.3
2007-05-14,2,41.786,-87.752,90.0,54.0,72.0,25.0,45.0,58.0,0.0,7.0,0.0,29.98,14.1,21.0,14.6
2007-05-15,1,41.995,-87.933,80.0,57.0,69.0,63.888888888888886,56.0,61.0,0.0,4.0,0.38,29.84,8.1,27.0,12.3
2007-05-15,2,41.786,-87.752,82.0,56.0,69.0,63.888888888888886,56.0,61.0,0.0,4.0,0.6,29.83,8.1,25.0,10.8
2007-05-16,1,41.995,-87.933,66.0,44.0,55.0,66.66666666666666,43.0,48.0,10.0,0.0,0.14,30.03,7.8,36.0,12.2
2007-05-16,2,41.786,-87.752,64.0,45.0,55.0,63.888888888888886,42.0,47.0,10.0,0.0,0.07,30.03,8.0,36.0,11.8
2007-05-17,1,41.995,-87.933,62.0,43.0,53.0,41.66666666666666,32.0,43.0,12.0,0.0,0.0,30.27,10.5,3.0,11.3
2007-05-17,2,41.786,-87.752,61.0,44.0,53.0,41.66666666666666,32.0,43.0,12.0,0.0,0.0,30.27,11.7,1.0,12.2
2007-05-18,1,41.995,-87.933,71.0,42.0,57.0,25.0,30.0,46.0,8.0,0.0,0.0,30.25,5.4,25.0,7.5
2007-05-18,2,41.786,-87.752,70.0,43.0,57.0,27.77777777777777,31.0,47.0,8.0,0.0,0.0,30.26,3.4,22.0,5.5
2007-05-19,1,41.995,-87.933,80.0,56.0,68.0,19.444444444444443,39.0,53.0,0.0,3.0,0.0,30.08,11.1,24.0,11.4
2007-05-19,2,41.786,-87.752,80.0,56.0,68.0,13.888888888888886,37.0,53.0,0.0,3.0,0.0,30.08,11.1,23.0,11.4
2007-05-20,1,41.995,-87.933,69.0,43.0,56.0,55.55555555555556,40.0,44.0,9.0,0.0,0.07,30.11,10.4,4.0,10.7
2007-05-20,2,41.786,-87.752,69.0,44.0,57.0,55.55555555555556,41.0,45.0,8.0,0.0,0.11,30.11,8.6,3.0,9.7
2007-05-21,1,41.995,-87.933,80.0,44.0,62.0,66.66666666666666,50.0,56.0,3.0,0.0,0.0,30.06,6.3,11.0,8.2
2007-05-21,2,41.786,-87.752,79.0,46.0,63.0,63.88888888888889,50.0,57.0,2.0,0.0,0.0,30.05,6.3,10.0,7.8
2007-05-22,1,41.995,-87.933,87.0,55.0,71.0,30.555555555555557,46.0,58.0,0.0,6.0,0.0,30.06,10.0,18.0,10.2
2007-05-22,2,41.786,-87.752,87.0,60.0,74.0,16.666666666666657,44.0,58.0,0.0,9.0,0.0,30.05,10.1,16.0,10.6
2007-05-23,1,41.995,-87.933,89.0,60.0,75.0,27.77777777777777,49.0,61.0,0.0,10.0,0.0,30.1,11.4,19.0,11.8
2007-05-23,2,41.786,-87.752,89.0,66.0,78.0,16.666666666666657,48.0,61.0,0.0,13.0,0.0,30.1,10.9,18.0,11.2
2007-05-24,1,41.995,-87.933,88.0,63.0,76.0,38.888888888888886,54.0,63.0,0.0,11.0,0.02,30.11,14.9,21.0,17.3
2007-05-24,2,41.786,-87.752,88.0,66.0,77.0,33.33333333333334,53.0,63.0,0.0,12.0,0.005,30.1,13.8,20.0,15.2
2007-05-25,1,41.995,-87.933,70.0,56.0,63.0,47.22222222222223,44.0,53.0,2.0,0.0,0.005,30.24,4.9,5.0,8.8
2007-05-25,2,41.786,-87.752,66.0,57.0,62.0,55.55555555555556,46.0,53.0,3.0,0.0,0.09,30.23,4.5,5.0,8.2
2007-05-26,1,41.995,-87.933,65.0,49.0,57.0,94.44444444444444,55.0,56.0,8.0,0.0,1.01,30.11,2.8,17.0,7.2
2007-05-26,2,41.786,-87.752,70.0,50.0,60.0,86.11111111111111,55.0,57.0,5.0,0.0,0.28,30.1,2.5,15.0,7.8
2007-05-27,1,41.995,-87.933,75.0,57.0,66.0,47.22222222222222,47.0,56.0,0.0,1.0,0.04,30.06,8.9,26.0,9.5
2007-05-27,2,41.786,-87.752,75.0,59.0,67.0,49.99999999999999,49.0,57.0,0.0,2.0,0.08,30.05,8.2,24.0,9.2
2007-05-28,1,41.995,-87.933,79.0,50.0,65.0,49.99999999999999,47.0,56.0,0.0,0.0,0.005,30.15,4.8,10.0,5.3
2007-05-28,2,41.786,-87.752,76.0,54.0,65.0,55.55555555555554,49.0,57.0,0.0,0.0,0.0,30.14,4.7,8.0,5.2
2007-05-29,1,41.995,-87.933,88.0,60.0,74.0,55.55555555555554,58.0,65.0,0.0,9.0,0.0,30.11,5.8,18.0,6.5
2007-05-29,2,41.786,-87.752,88.0,65.0,77.0,50.0,59.0,66.0,0.0,12.0,0.0,30.09,5.8,16.0,7.4
2007-05-30,1,41.995,-87.933,87.0,66.0,77.0,47.22222222222222,58.0,65.0,0.0,12.0,0.0,30.04,10.3,19.0,10.6
2007-05-30,2,41.786,-87.752,89.0,70.0,80.0,36.11111111111111,57.0,66.0,0.0,15.0,0.0,30.03,9.7,17.0,10.1
2007-05-31,1,41.995,-87.933,78.0,65.0,72.0,69.44444444444444,61.0,65.0,0.0,7.0,0.01,30.0,9.3,19.0,9.9
2007-05-31,2,41.786,-87.752,80.0,68.0,74.0,63.88888888888887,61.0,66.0,0.0,9.0,0.53,29.99,8.9,18.0,9.2
2007-06-01,1,41.995,-87.933,85.0,62.0,74.0,69.44444444444443,63.0,66.0,0.0,9.0,0.19,29.91,4.2,17.0,6.4
2007-06-01,2,41.786,-87.752,86.0,67.0,77.0,61.11111111111111,63.0,67.0,0.0,12.0,0.21,29.9,4.7,16.0,5.8
2007-06-02,1,41.995,-87.933,81.0,65.0,73.0,72.22222222222221,63.0,67.0,0.0,8.0,0.04,29.77,6.5,22.0,7.4
2007-06-02,2,41.786,-87.752,81.0,68.0,75.0,63.88888888888889,62.0,67.0,0.0,10.0,0.005,29.76,7.5,21.0,8.2
2007-06-03,1,41.995,-87.933,78.0,62.0,70.0,72.22222222222223,60.0,63.0,0.0,5.0,0.01,29.56,5.2,25.0,6.7
2007-06-03,2,41.786,-87.752,77.0,64.0,71.0,69.44444444444444,60.0,64.0,0.0,6.0,0.32,29.54,4.9,24.0,7.2
2007-06-04,1,41.995,-87.933,71.0,58.0,65.0,80.55555555555554,58.0,60.0,0.0,0.0,0.39,29.52,7.8,31.0,9.7
2007-06-04,2,41.786,-87.752,72.0,56.0,64.0,80.55555555555556,57.0,60.0,1.0,0.0,0.31,29.51,7.9,30.0,10.1
2007-06-05,1,41.995,-87.933,64.0,47.0,56.0,77.77777777777777,48.0,51.0,9.0,0.0,0.42,29.79,5.2,5.0,7.6
2007-06-05,2,41.786,-87.752,63.0,51.0,57.0,72.22222222222223,47.0,52.0,8.0,0.0,0.27,29.78,6.2,3.0,8.1
2007-06-06,1,41.995,-87.933,71.0,44.0,58.0,72.22222222222223,48.0,55.0,7.0,0.0,0.01,29.81,10.8,17.0,11.4
2007-06-06,2,41.786,-87.752,73.0,48.0,61.0,61.111111111111114,47.0,55.0,4.0,0.0,0.005,29.82,9.6,15.0,10.6
2007-06-07,1,41.995,-87.933,91.0,71.0,81.0,47.222222222222214,62.0,69.0,0.0,16.0,0.0,29.55,22.7,20.0,23.1
2007-06-07,2,41.786,-87.752,92.0,71.0,82.0,41.66666666666666,61.0,68.0,0.0,17.0,0.0,29.55,20.3,19.0,20.7
2007-06-08,1,41.995,-87.933,81.0,57.0,69.0,55.55555555555556,53.0,61.0,0.0,4.0,0.0,29.85,10.9,28.0,13.8
2007-06-08,2,41.786,-87.752,81.0,63.0,72.0,50.00000000000001,54.0,62.0,0.0,7.0,0.0,29.83,9.3,26.0,12.4
2007-06-09,1,41.995,-87.933,79.0,52.0,66.0,47.22222222222222,47.0,57.0,0.0,1.0,0.0,30.07,0.3,33.0,5.0
2007-06-09,2,41.786,-87.752,79.0,57.0,68.0,47.22222222222222,49.0,58.0,0.0,3.0,0.0,30.05,2.4,19.0,4.7
2007-06-10,1,41.995,-87.933,81.0,55.0,68.0,52.77777777777778,51.0,59.0,0.0,3.0,0.0,30.05,4.8,17.0,5.6
2007-06-10,2,41.786,-87.752,81.0,61.0,71.0,41.66666666666666,50.0,60.0,0.0,6.0,0.0,30.04,4.6,16.0,5.8
2007-06-11,1,41.995,-87.933,86.0,58.0,72.0,44.44444444444444,52.0,61.0,0.0,7.0,0.0,30.11,4.9,11.0,6.9
2007-06-11,2,41.786,-87.752,85.0,65.0,75.0,33.33333333333333,51.0,61.0,0.0,10.0,0.0,30.09,6.6,9.0,8.4
2007-06-12,1,41.995,-87.933,83.0,62.0,73.0,36.11111111111111,50.0,60.0,0.0,8.0,0.0,30.16,8.3,5.0,8.8
2007-06-12,2,41.786,-87.752,82.0,66.0,74.0,36.1111111111111,51.0,61.0,0.0,9.0,0.0,30.14,9.4,5.0,10.0
2007-06-13,1,41.995,-87.933,87.0,60.0,74.0,41.66666666666666,53.0,62.0,0.0,9.0,0.0,30.09,7.2,5.0,8.6
2007-06-13,2,41.786,-87.752,86.0,68.0,77.0,33.33333333333334,53.0,62.0,0.0,12.0,0.0,29.97,7.0,5.0,8.1
2007-06-14,1,41.995,-87.933,89.0,64.0,77.0,38.88888888888889,55.0,64.0,0.0,12.0,0.0,30.02,5.6,5.0,6.8
2007-06-14,2,41.786,-87.752,89.0,68.0,79.0,30.555555555555557,54.0,63.0,0.0,14.0,0.0,30.0,5.9,7.0,6.4
2007-06-15,1,41.995,-87.933,91.0,63.0,77.0,41.66666666666667,56.0,64.0,0.0,12.0,0.0,29.99,4.1,6.0,4.9
2007-06-15,2,41.786,-87.752,89.0,67.0,78.0,38.888888888888886,56.0,65.0,0.0,13.0,0.0,29.97,3.8,9.0,4.1
2007-06-16,1,41.995,-87.933,93.0,66.0,80.0,44.44444444444444,60.0,67.0,0.0,15.0,0.005,29.97,4.8,28.0,5.8
2007-06-16,2,41.786,-87.752,92.0,68.0,80.0,47.222222222222214,61.0,68.0,0.0,15.0,0.005,29.96,2.1,22.0,6.1
2007-06-17,1,41.995,-87.933,91.0,70.0,81.0,52.77777777777777,64.0,70.0,0.0,16.0,0.0,29.95,2.8,11.0,6.3
2007-06-17,2,41.786,-87.752,91.0,71.0,81.0,55.55555555555556,65.0,70.0,0.0,16.0,0.16,29.93,4.0,11.0,6.1
2007-06-18,1,41.995,-87.933,89.0,69.0,79.0,61.11111111111113,65.0,70.0,0.0,14.0,0.28,29.84,14.0,20.0,15.1
2007-06-18,2,41.786,-87.752,89.0,73.0,81.0,55.55555555555556,65.0,70.0,0.0,16.0,0.02,29.83,12.2,20.0,12.6
2007-06-19,1,41.995,-87.933,80.0,65.0,73.0,50.0,55.0,63.0,0.0,8.0,0.58,29.95,10.7,28.0,11.4
2007-06-19,2,41.786,-87.752,81.0,65.0,73.0,50.0,55.0,63.0,0.0,8.0,0.93,29.93,10.1,29.0,11.3
2007-06-20,1,41.995,-87.933,84.0,61.0,73.0,41.66666666666666,52.0,61.0,0.0,8.0,0.0,30.1,7.8,27.0,8.8
2007-06-20,2,41.786,-87.752,85.0,62.0,74.0,33.333333333333314,50.0,61.0,0.0,9.0,0.0,30.09,5.9,28.0,7.7
2007-06-21,1,41.995,-87.933,77.0,61.0,69.0,49.99999999999999,51.0,60.0,0.0,4.0,0.01,30.08,3.5,3.0,10.7
2007-06-21,2,41.786,-87.752,80.0,66.0,73.0,38.888888888888886,51.0,61.0,0.0,8.0,0.005,30.06,3.7,2.0,9.6
2007-06-22,1,41.995,-87.933,76.0,61.0,69.0,47.222222222222214,50.0,58.0,0.0,4.0,0.005,30.06,7.8,6.0,8.7
2007-06-22,2,41.786,-87.752,75.0,62.0,69.0,44.444444444444436,49.0,58.0,0.0,4.0,0.005,30.05,6.5,7.0,8.1
2007-06-23,1,41.995,-87.933,67.0,62.0,65.0,80.55555555555554,58.0,61.0,0.0,0.0,0.05,29.96,7.6,12.0,9.0
2007-06-23,2,41.786,-87.752,68.0,61.0,65.0,86.11111111111111,60.0,62.0,0.0,0.0,0.34,29.95,7.3,11.0,8.1
2007-06-24,1,41.995,-87.933,77.0,63.0,70.0,77.77777777777779,62.0,65.0,0.0,5.0,0.0,29.97,7.0,9.0,8.0
2007-06-24,2,41.786,-87.752,75.0,65.0,70.0,77.77777777777779,62.0,65.0,0.0,5.0,0.0,29.96,5.6,10.0,6.0
2007-06-25,1,41.995,-87.933,89.0,65.0,77.0,69.44444444444444,66.0,70.0,0.0,12.0,0.0,30.07,3.9,14.0,6.8
2007-06-25,2,41.786,-87.752,86.0,67.0,77.0,72.22222222222223,67.0,70.0,0.0,12.0,0.0,30.06,4.0,12.0,5.9
2007-06-26,1,41.995,-87.933,92.0,70.0,81.0,66.66666666666666,69.0,72.0,0.0,16.0,0.16,30.11,6.1,22.0,7.1
2007-06-26,2,41.786,-87.752,91.0,73.0,82.0,63.88888888888889,69.0,72.0,0.0,17.0,0.005,30.09,7.3,21.0,8.1
2007-06-27,1,41.995,-87.933,91.0,71.0,81.0,69.44444444444443,70.0,72.0,0.0,16.0,0.15,30.02,7.5,24.0,8.8
2007-06-27,2,41.786,-87.752,89.0,71.0,80.0,69.44444444444444,69.0,72.0,0.0,15.0,0.35,30.0,7.9,24.0,8.5
2007-06-28,1,41.995,-87.933,74.0,58.0,66.0,69.44444444444444,55.0,60.0,0.0,1.0,0.0,30.09,11.9,3.0,12.5
2007-06-28,2,41.786,-87.752,73.0,61.0,67.0,69.44444444444443,56.0,61.0,0.0,2.0,0.0,30.07,12.2,2.0,13.3
2007-06-29,1,41.995,-87.933,70.0,56.0,63.0,77.77777777777779,55.0,59.0,2.0,0.0,0.0,30.13,7.6,2.0,8.3
2007-06-29,2,41.786,-87.752,71.0,56.0,64.0,77.77777777777777,56.0,60.0,1.0,0.0,0.0,30.11,7.4,2.0,8.2
2007-06-30,1,41.995,-87.933,79.0,54.0,67.0,41.66666666666666,46.0,56.0,0.0,2.0,0.0,30.13,4.9,3.0,5.8
2007-06-30,2,41.786,-87.752,77.0,58.0,68.0,47.22222222222222,49.0,58.0,0.0,3.0,0.0,30.11,5.1,4.0,6.2
2007-07-01,1,41.995,-87.933,75.0,54.0,65.0,63.88888888888887,52.0,58.0,0.0,0.0,0.0,30.23,8.6,4.0,8.6
2007-07-01,2,41.786,-87.752,76.0,61.0,69.0,49.99999999999999,51.0,59.0,0.0,4.0,0.0,30.21,9.5,4.0,9.7
2007-07-02,1,41.995,-87.933,79.0,53.0,66.0,55.55555555555556,50.0,58.0,0.0,1.0,0.0,30.22,5.9,14.0,8.1
2007-07-02,2,41.786,-87.752,77.0,58.0,68.0,50.0,50.0,59.0,0.0,3.0,0.0,30.21,7.4,12.0,8.5
2007-07-03,1,41.995,-87.933,83.0,60.0,72.0,58.33333333333334,57.0,63.0,0.0,7.0,0.4,30.06,6.7,21.0,7.3
2007-07-03,2,41.786,-87.752,83.0,63.0,73.0,52.77777777777778,56.0,63.0,0.0,8.0,0.09,30.05,6.4,21.0,7.4
2007-07-04,1,41.995,-87.933,86.0,67.0,77.0,66.66666666666669,65.0,69.0,0.0,12.0,0.16,29.9,4.6,27.0,8.2
2007-07-04,2,41.786,-87.752,84.0,67.0,76.0,69.44444444444444,65.0,69.0,0.0,11.0,0.66,29.88,3.1,25.0,8.8
2007-07-05,1,41.995,-87.933,89.0,71.0,80.0,44.44444444444444,60.0,67.0,0.0,15.0,0.0,29.94,6.4,31.0,8.1
2007-07-05,2,41.786,-87.752,88.0,70.0,79.0,47.22222222222223,60.0,67.0,0.0,14.0,0.0,29.92,4.3,33.0,6.9
2007-07-06,1,41.995,-87.933,86.0,66.0,76.0,47.222222222222214,57.0,64.0,0.0,11.0,0.0,30.03,3.2,5.0,5.5
2007-07-06,2,41.786,-87.752,84.0,68.0,76.0,47.222222222222214,57.0,65.0,0.0,11.0,0.0,30.01,3.3,7.0,5.5
2007-07-07,1,41.995,-87.933,90.0,64.0,77.0,61.11111111111111,63.0,69.0,0.0,12.0,0.0,29.91,8.4,22.0,8.6
2007-07-07,2,41.786,-87.752,88.0,68.0,78.0,55.55555555555556,62.0,68.0,0.0,13.0,0.0,29.9,7.4,23.0,8.1
2007-07-08,1,41.995,-87.933,94.0,75.0,85.0,50.0,67.0,72.0,0.0,20.0,0.0,29.77,12.9,24.0,13.1
2007-07-08,2,41.786,-87.752,93.0,75.0,84.0,52.777777777777786,67.0,72.0,0.0,19.0,0.0,29.76,12.6,23.0,12.7
2007-07-09,1,41.995,-87.933,94.0,70.0,82.0,55.55555555555556,66.0,70.0,0.0,17.0,0.3,29.8,4.9,24.0,8.8
2007-07-09,2,41.786,-87.752,93.0,72.0,83.0,55.55555555555556,67.0,71.0,0.0,18.0,0.24,29.79,4.8,23.0,8.8
2007-07-10,1,41.995,-87.933,89.0,69.0,79.0,66.66666666666669,67.0,70.0,0.0,14.0,0.43,29.77,8.6,23.0,10.5
2007-07-10,2,41.786,-87.752,89.0,70.0,80.0,63.88888888888889,67.0,71.0,0.0,15.0,0.08,29.76,8.2,23.0,10.2
2007-07-11,1,41.995,-87.933,77.0,62.0,70.0,47.22222222222222,51.0,59.0,0.0,5.0,0.0,29.93,8.8,30.0,10.9
2007-07-11,2,41.786,-87.752,77.0,63.0,70.0,47.22222222222222,51.0,59.0,0.0,5.0,0.0,29.92,9.1,30.0,11.2
2007-07-12,1,41.995,-87.933,80.0,61.0,71.0,44.444444444444436,51.0,59.0,0.0,6.0,0.0,29.93,9.4,29.0,11.1
2007-07-12,2,41.786,-87.752,80.0,60.0,70.0,47.22222222222222,51.0,60.0,0.0,5.0,0.0,29.92,10.0,28.0,11.4
2007-07-13,1,41.995,-87.933,78.0,58.0,68.0,55.55555555555556,52.0,58.0,0.0,3.0,0.0,29.98,1.4,1.0,5.3
2007-07-13,2,41.786,-87.752,74.0,59.0,67.0,61.11111111111111,53.0,59.0,0.0,2.0,0.0,29.98,2.0,7.0,5.8
2007-07-14,1,41.995,-87.933,84.0,61.0,73.0,50.0,55.0,62.0,0.0,8.0,0.0,29.79,8.3,26.0,13.2
2007-07-14,2,41.786,-87.752,85.0,62.0,74.0,47.222222222222214,55.0,62.0,0.0,9.0,0.0,29.79,8.4,25.0,13.9
2007-07-15,1,41.995,-87.933,82.0,60.0,71.0,50.0,53.0,61.0,0.0,6.0,0.0,29.89,2.1,29.0,4.9
2007-07-15,2,41.786,-87.752,80.0,64.0,72.0,44.44444444444444,52.0,61.0,0.0,7.0,0.0,29.88,1.2,9.0,6.5
2007-07-16,1,41.995,-87.933,82.0,65.0,74.0,61.11111111111111,60.0,65.0,0.0,9.0,0.39,29.96,4.4,24.0,5.2
2007-07-16,2,41.786,-87.752,82.0,66.0,74.0,61.11111111111111,60.0,65.0,0.0,9.0,0.07,29.94,5.6,23.0,6.6
2007-07-17,1,41.995,-87.933,83.0,68.0,76.0,72.22222222222221,66.0,69.0,0.0,11.0,0.11,29.9,5.2,23.0,6.5
2007-07-17,2,41.786,-87.752,83.0,69.0,76.0,69.44444444444444,65.0,69.0,0.0,11.0,0.11,29.89,6.3,23.0,7.4
2007-07-18,1,41.995,-87.933,85.0,69.0,77.0,75.0,68.0,71.0,0.0,12.0,1.55,29.84,9.1,24.0,10.1
2007-07-18,2,41.786,-87.752,85.0,69.0,77.0,77.77777777777779,69.0,71.0,0.0,12.0,0.92,29.83,10.3,24.0,10.6
2007-07-19,1,41.995,-87.933,83.0,63.0,73.0,72.22222222222221,63.0,66.0,0.0,8.0,0.16,29.9,7.0,1.0,11.9
2007-07-19,2,41.786,-87.752,82.0,63.0,73.0,69.44444444444444,62.0,66.0,0.0,8.0,0.01,29.88,7.7,36.0,14.4
2007-07-20,1,41.995,-87.933,75.0,58.0,67.0,61.11111111111111,53.0,59.0,0.0,2.0,0.0,30.14,8.6,3.0,9.1
2007-07-20,2,41.786,-87.752,74.0,62.0,68.0,55.55555555555556,52.0,59.0,0.0,3.0,0.0,30.12,11.3,4.0,11.5
2007-07-21,1,41.995,-87.933,74.0,58.0,66.0,61.11111111111111,52.0,58.0,0.0,1.0,0.0,30.22,6.5,3.0,7.4
2007-07-21,2,41.786,-87.752,75.0,58.0,67.0,58.33333333333332,52.0,59.0,0.0,2.0,0.0,30.21,5.8,4.0,7.4
2007-07-22,1,41.995,-87.933,81.0,58.0,70.0,58.33333333333334,55.0,61.0,0.0,5.0,0.0,30.21,1.7,16.0,3.3
2007-07-22,2,41.786,-87.752,81.0,61.0,71.0,52.77777777777778,54.0,61.0,0.0,6.0,0.0,30.2,1.9,18.0,3.5
2007-07-23,1,41.995,-87.933,83.0,60.0,72.0,52.777777777777786,55.0,63.0,0.0,7.0,0.0,30.1,3.2,9.0,4.0
2007-07-23,2,41.786,-87.752,82.0,63.0,73.0,50.0,55.0,63.0,0.0,8.0,0.0,30.09,2.9,12.0,3.9
2007-07-24,1,41.995,-87.933,82.0,65.0,74.0,55.55555555555554,58.0,64.0,0.0,9.0,0.0,30.04,3.1,20.0,5.2
2007-07-24,2,41.786,-87.752,82.0,65.0,74.0,52.77777777777777,57.0,64.0,0.0,9.0,0.005,30.03,1.1,21.0,4.9
2007-07-25,1,41.995,-87.933,85.0,71.0,78.0,52.77777777777777,61.0,67.0,0.0,13.0,0.005,30.0,5.8,25.0,6.6
2007-07-25,2,41.786,-87.752,83.0,70.0,77.0,52.777777777777786,60.0,66.0,0.0,12.0,0.0,29.99,6.4,23.0,7.0
2007-07-26,1,41.995,-87.933,83.0,66.0,75.0,72.22222222222223,65.0,68.0,0.0,10.0,0.19,29.92,7.2,22.0,9.4
2007-07-26,2,41.786,-87.752,84.0,64.0,74.0,75.0,65.0,68.0,0.0,9.0,0.89,29.91,7.2,22.0,9.9
2007-07-27,1,41.995,-87.933,83.0,70.0,77.0,75.0,68.0,70.0,0.0,12.0,0.17,29.82,3.0,3.0,7.9
2007-07-27,2,41.786,-87.752,83.0,70.0,77.0,72.22222222222223,67.0,70.0,0.0,12.0,0.04,29.8,1.2,36.0,8.1
2007-07-28,1,41.995,-87.933,80.0,66.0,73.0,77.77777777777779,65.0,68.0,0.0,8.0,0.0,29.93,10.0,3.0,10.2
2007-07-28,2,41.786,-87.752,80.0,70.0,75.0,72.22222222222223,65.0,68.0,0.0,10.0,0.0,29.91,10.6,3.0,10.7
2007-07-29,1,41.995,-87.933,85.0,63.0,74.0,52.77777777777777,57.0,64.0,0.0,9.0,0.0,29.99,4.8,5.0,5.7
2007-07-29,2,41.786,-87.752,85.0,67.0,76.0,44.444444444444436,56.0,64.0,0.0,11.0,0.0,29.97,6.3,5.0,6.9
2007-07-30,1,41.995,-87.933,89.0,62.0,76.0,41.66666666666666,55.0,64.0,0.0,11.0,0.0,30.03,3.8,6.0,4.3
2007-07-30,2,41.786,-87.752,86.0,65.0,76.0,47.222222222222214,57.0,65.0,0.0,11.0,0.0,30.01,3.1,6.0,4.6
2007-07-31,1,41.995,-87.933,91.0,68.0,80.0,47.222222222222214,61.0,68.0,0.0,15.0,0.0,30.04,3.3,4.0,4.9
2007-07-31,2,41.786,-87.752,89.0,69.0,79.0,47.22222222222223,60.0,68.0,0.0,14.0,0.0,30.02,4.0,7.0,5.0
2007-08-01,1,41.995,-87.933,92.0,69.0,81.0,47.222222222222214,62.0,69.0,0.0,16.0,0.0,30.0,3.5,9.0,4.1
2007-08-01,2,41.786,-87.752,91.0,69.0,80.0,52.77777777777777,63.0,70.0,0.0,15.0,0.0,29.98,2.1,13.0,3.7
2007-08-02,1,41.995,-87.933,91.0,70.0,81.0,58.33333333333332,66.0,71.0,0.0,16.0,0.0,29.97,5.5,26.0,5.9
